03/11/2014	1038,value
03/11/2015	1084,value
03/12/2005	2,value
03/12/2006	800,value
03/12/2007	940,value
03/12/2008	1006,value
03/12/2009	1001,value
03/12/2010	959,value
03/12/2011	1052,value
03/12/2012	981,value
03/12/2013	911,value
03/12/2014	1076,value
03/12/2015	1036,value
03/13/2005	2,value
03/13/2006	937,value
03/13/2007	1020,value
03/13/2008	999,value
03/13/2009	1076,value
03/13/2010	776,value
03/13/2011	922,value
03/13/2012	1097,value
03/13/2013	1151,value
03/13/2014	1006,value
03/13/2015	1014,value
03/14/2001	1,value
03/14/2003	1,value
03/14/2006	959,value
03/14/2007	1026,value
03/14/2008	1023,value
03/14/2009	1017,value
03/14/2010	785,value
03/14/2011	891,value
03/14/2012	1073,value
03/14/2013	1062,value
03/14/2014	1143,value
03/14/2015	1051,value
03/15/2003	2,value
03/15/2004	1,value
03/15/2005	2,value
03/15/2006	961,value
03/15/2007	965,value
03/15/2008	994,value
03/15/2009	944,value
03/15/2010	933,value
03/15/2011	1093,value
03/15/2012	1046,value
03/15/2013	1009,value
03/15/2014	1267,value
03/15/2015	1035,value
03/16/2003	1,value
03/16/2005	3,value
03/16/2006	957,value
03/16/2007	741,value
03/16/2008	833,value
03/16/2009	960,value
03/16/2010	1033,value
03/16/2011	979,value
03/16/2012	1059,value
03/16/2013	987,value
03/16/2014	1004,value
03/16/2015	1031,value
03/17/2004	2,value
03/17/2005	1,value
03/17/2006	978,value
03/17/2007	691,value
03/17/2008	959,value
03/17/2009	977,value
03/17/2010	1060,value
03/17/2011	1001,value
03/17/2012	1071,value
03/17/2013	974,value
03/17/2014	970,value
03/17/2015	1078,value
03/18/2003	1,value
03/18/2004	1,value
03/18/2005	1,value
03/18/2006	884,value
03/18/2007	805,value
03/18/2008	996,value
03/18/2009	1030,value
03/18/2010	1068,value
03/18/2011	1114,value
03/18/2012	1035,value
03/18/2013	898,value
03/18/2014	1051,value
03/18/2015	1043,value
03/19/2000	1,value
03/19/2003	2,value
03/19/2004	1,value
03/19/2005	2,value
03/19/2006	818,value
03/19/2007	891,value
03/19/2008	904,value
03/19/2009	990,value
03/19/2010	1059,value
03/19/2011	1009,value
03/19/2012	979,value
03/19/2013	946,value
03/19/2014	1023,value
03/19/2015	940,value
03/20/2003	2,value
03/20/2004	2,value
03/20/2006	925,value
03/20/2007	971,value
03/20/2008	1028,value
03/20/2009	996,value
03/20/2010	1049,value
03/20/2011	934,value
03/20/2012	1070,value
03/20/2013	965,value
03/20/2014	1170,value
03/20/2015	959,value
03/21/2004	1,value
03/21/2005	4,value
03/21/2006	941,value
03/21/2007	915,value
03/21/2008	977,value
03/21/2009	993,value
03/21/2010	891,value
03/21/2011	845,value
03/21/2012	1104,value
03/21/2013	961,value
03/21/2014	1106,value
03/21/2015	1017,value
03/22/2003	1,value
03/22/2006	960,value
03/22/2007	1028,value
03/22/2008	1002,value
03/22/2009	879,value
03/22/2010	839,value
03/22/2011	1031,value
03/22/2012	1110,value
03/22/2013	1017,value
03/22/2014	1208,value
03/22/2015	952,value
03/23/2001	1,value
03/23/2002	1,value
03/23/2004	2,value
03/23/2005	3,value
03/23/2006	1002,value
03/23/2007	1059,value
03/23/2008	846,value
03/23/2009	928,value
03/23/2010	982,value
03/23/2011	867,value
03/23/2012	1121,value
03/23/2013	1003,value
03/23/2014	951,value
03/23/2015	908,value
03/24/2003	1,value
03/24/2004	1,value
03/24/2005	3,value
03/24/2006	936,value
03/24/2007	948,value
03/24/2008	905,value
03/24/2009	940,value
03/24/2010	1072,value
03/24/2011	1015,value
03/24/2012	1007,value
03/24/2013	979,value
03/24/2014	1012,value
03/24/2015	998,value
03/25/2003	1,value
03/25/2004	2,value
03/25/2005	2,value
03/25/2006	920,value
03/25/2007	896,value
03/25/2008	1038,value
03/25/2009	1027,value
03/25/2010	1068,value
03/25/2011	1081,value
03/25/2012	987,value
03/25/2013	883,value
03/25/2014	1026,value
03/25/2015	992,value
03/26/2006	864,value
03/26/2007	999,value
03/26/2008	1048,value
03/26/2009	900,value
03/26/2010	1032,value
03/26/2011	909,value
03/26/2012	983,value
03/26/2013	1028,value
03/26/2014	1028,value
03/26/2015	948,value
03/27/2003	1,value
03/27/2006	1004,value
03/27/2007	968,value
03/27/2008	1006,value
03/27/2009	1079,value
03/27/2010	988,value
03/27/2011	852,value
03/27/2012	946,value
03/27/2013	991,value
03/27/2014	1030,value
03/27/2015	1061,value
03/28/1967	1,value
03/28/1998	1,value
03/28/2000	2,value
03/28/2003	2,value
03/28/2004	1,value
03/28/2005	2,value
03/28/2006	938,value
03/28/2007	1030,value
03/28/2008	1052,value
03/28/2009	1014,value
03/28/2010	855,value
03/28/2011	912,value
03/28/2012	1073,value
03/28/2013	1045,value
03/28/2014	1111,value
03/28/2015	1002,value
03/29/2001	1,value
03/29/2005	3,value
03/29/2006	875,value
03/29/2007	923,value
03/29/2008	985,value
03/29/2009	902,value
03/29/2010	838,value
03/29/2011	926,value
03/29/2012	1053,value
03/29/2013	978,value
03/29/2014	962,value
03/29/2015	944,value
03/30/1999	1,value
03/30/2002	1,value
03/30/2003	2,value
03/30/2004	2,value
03/30/2005	3,value
03/30/2006	942,value
03/30/2007	1032,value
03/30/2008	792,value
03/30/2009	990,value
03/30/2010	805,value
03/30/2011	973,value
03/30/2012	1083,value
03/30/2013	984,value
03/30/2014	899,value
03/30/2015	1015,value
03/31/2000	1,value
03/31/2001	1,value
03/31/2002	1,value
03/31/2003	3,value
03/31/2004	2,value
03/31/2005	5,value
03/31/2006	939,value
03/31/2007	923,value
03/31/2008	919,value
03/31/2009	1023,value
03/31/2010	978,value
03/31/2011	996,value
03/31/2012	981,value
03/31/2013	855,value
03/31/2014	988,value
03/31/2015	1028,value
04/01/1979	1,value
04/01/1993	1,value
04/01/1999	1,value
04/01/2001	5,value
04/01/2002	2,value
04/01/2003	5,value
04/01/2004	9,value
04/01/2005	15,value
04/01/2006	977,value
04/01/2007	892,value
04/01/2008	1074,value
04/01/2009	1004,value
04/01/2010	1068,value
04/01/2011	1047,value
04/01/2012	890,value
04/01/2013	953,value
04/01/2014	1115,value
04/01/2015	1158,value
04/02/2001	1,value
04/02/2005	1,value
04/02/2006	834,value
04/02/2007	962,value
04/02/2008	1108,value
04/02/2009	1015,value
04/02/2010	929,value
04/02/2011	1085,value
04/02/2012	1008,value
04/02/2013	925,value
04/02/2014	1113,value
04/02/2015	1096,value
04/03/2002	1,value
04/03/2004	2,value
04/03/2005	1,value
04/03/2006	928,value
04/03/2007	866,value
04/03/2008	988,value
04/03/2009	994,value
04/03/2010	962,value
04/03/2011	954,value
04/03/2012	1028,value
04/03/2013	994,value
04/03/2014	1126,value
04/03/2015	1062,value
04/04/2005	1,value
04/04/2006	951,value
04/04/2007	807,value
04/04/2008	1025,value
04/04/2009	934,value
04/04/2010	831,value
04/04/2011	958,value
04/04/2012	1112,value
04/04/2013	981,value
04/04/2014	1088,value
04/04/2015	1066,value
04/05/2001	1,value
04/05/2005	2,value
04/05/2006	982,value
04/05/2007	968,value
04/05/2008	1047,value
04/05/2009	894,value
04/05/2010	949,value
04/05/2011	1027,value
04/05/2012	1005,value
04/05/2013	1044,value
04/05/2014	1108,value
04/05/2015	843,value
04/06/2002	1,value
04/06/2003	1,value
04/06/2004	1,value
04/06/2005	5,value
04/06/2006	946,value
04/06/2007	910,value
04/06/2008	895,value
04/06/2009	878,value
04/06/2010	996,value
04/06/2011	1059,value
04/06/2012	1032,value
04/06/2013	979,value
04/06/2014	958,value
04/06/2015	983,value
04/06/2090	1,value
04/07/1997	1,value
04/07/2001	1,value
04/07/2002	1,value
04/07/2003	1,value
04/07/2004	2,value
04/07/2005	2,value
